question,reference_answer,answer,score,dataset,dataset_num,normalized_score,before,score_bin
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,indonesia malaysia singapura thailand brunei darussalam vietnam laos myanmar kamboja,97,analisis_essay,analisis_essay-30,0.97,filipina indonesia malaysia singapura thailand brunei darussalam vietnam laos myanmar kamboja,90-99
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,candi borobudur adalah candi termegah dan terbesar di indonesia yang memiliki 1000 buah candi merupakan salah satu keajaiban dunia sebagai candi terbesar didunia terletak di jogjakarta indonesia,16,analisis_essay,analisis_essay-7,0.16,candi borobudur adalah candi termegah dan terbesar di indonesia yang memiliki 1000 buah candi merupakan salah satu keajaiban dunia sebagai candi terbesar didunia terletak di jogjakarta indonesia,10-19
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block adalah suatu gerakan untuk menahan bola agar tidak masuk ke daerah kita ketika musuh sedang melakukan serangan,28,analisis_essay,analisis_essay-14,0.28,block adalah suatu gerakan untuk menahan bola agar tidak masuk ke daerah kita ketika musuh sedang melakukan serangan,20-29
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,perangkat keras adalah komponen perangkat komputer contoh 1 keyboard 2 mouse 3 speaker 4 webcam 5 controller,50,analisis_essay,analisis_essay-33,0.5,hardware adalah perangkat keras yang terdapat pada perangkat komputer contoh 1 keyboard 2 mouse 3 speaker 4 webcam 5 controller,40-49
"Apa yang dimaksud dengan parkour? (pengertian, dan tempat-tempat biasa melakukan parkour) ",parkour adalah aktivitas atau olahraga yang dilakukan oleh sesorang atau kelompok tertentu untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan cepat menggunakan kemampuan yang ada pada manusia berlari lompat menggantung parkour biasanya dilakukan di atas gedung bangunan penuh halangan bertembok pohon dan daerah berbatu,olahraga lompat lompat,18,analisis_essay,analisis_essay-20,0.18,olahraga lompat lompat,10-19
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo merupakan seorang pemain sepak bola funchal real mandrid portugal 10 ronaldo,42,analisis_essay,analisis_essay-16,0.42,cristiano ronaldo merupakan seorang pemain sepak bola funchal real mandrid portugal 10 ronaldo,40-49
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,telur mengandung sangat banyak nutrisi telur mengandung cukup vitamin e vitamin k zat besi kalsium seng zync serta beberapa mineral lain dalam jumlah yang lebih kecil telur menyediakan proten berkualitas tinggi sebutir telur setidaknya mengand,28,analisis_essay,analisis_essay-2,0.28,telur mengandung sangat banyak nutrisi telur mengandung cukup vitamin e vitamin k zat besi kalsium seng zync serta beberapa mineral lain dalam jumlah yang lebih kecil telur menyediakan proten berkualitas tinggi sebutir telur setidaknya mengand,20-29
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat sipil dalam bahasa inggris civil society dapat diartikan sebagai suatu masyarakat yang berakhlak dalam membangun menjalani dan memandang kehidupannya,52,analisis_essay,analisis_essay-26,0.52,masyarakat madani dalam bahasa inggris civil society dapat diartikan sebagai suatu masyarakat yang beradab dalam membangun menjalani dan mamaknai kehidupannya,50-59
"Apa perbedaan dari data, informasi dan pengetahuan? ",data merupakan rangkaian fakta yang mewakili suatu kejadian atau dapat di sebut dengan simbol yang terekam informasi adalah makna yang dapat di tafsirkan dari data pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman,data adalah kumpulan informasi dan pengetahuan dan informasi kumpulan dari pengetahuan yang di informasikan dan pengetahuan sendiri adalah sumber yang tidak tampak yang mampu memrikan informasi dan data,42,analisis_essay,analisis_essay-34,0.42,data adalah kumpulan informasi dan pengetahuan dan informasi kumpulan dari pengetahuan yang di informasikan dan pengetahuan sendiri adalah sumber yang tidak tampak yang mampu memrikan informasi dan data,40-49
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,hubungan ber**mengalami**fikur positif dengan hidup sehat adalah jika kita ber**mempertimbangkan**fikir positif maka kita bisa terhindar dari setres emosi dan selain itu bisa membuat umur kita panjang,40,analisis_essay,analisis_essay-10,0.4,hubungan berfikur positif dengan hidup sehat adalah jika kita berfikir positif maka kita bisa terhindar dari setres emosi dan selain itu bisa membuat umur kita panjang,30-39
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,cupcake doughnut eclair froyo gingerbread honeycomb ice cream sandwich jellybean kitkat lollipop marshmallow,85,analisis_essay,analisis_essay-38,0.85,cupcake doughnut eclair froyo gingerbread honeycomb ice cream sandwich jellybean kitkat lollipop marshmallow,80-89
Sebutkan 5 partai yang biasa dilombakan dalam bulu tangkis. ,tunggal putra tunggal putri ganda putra ganda putri ganda campuran,pantai Kutita pantai Bedugul pantai Sanur,0,analisis_essay,analisis_essay-19,0.0,pantai kute pantai bedugul pantai tiga warna,0-9
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,christiano ronaldo dilahirkan portugal lima februari 1985 kewarganegaraan portugal pasukan saat ini real madrid pasukan terdahulu manchester united nombor 7 gelaran surna cr7,67,analisis_essay,analisis_essay-16,0.67,cristiano ronaldo lahir portugal 5 februari 1985 kebangsaan portugal klub saat ini real madrid klub sebelumnya manchester united no 7 julukannya cr7,60-69
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,indonesia singapura malaysia thailand filipina brunei darussalam timor leste vietnam myanmar laos,90,analisis_essay,analisis_essay-30,0.9,indonesia singapura malaysia thailand filipina brunei darussalam timor leste vietnam myanmar laos,80-89
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,penegakan atas negara yang sudah mapan dan mencakup beberapa ketentuan yang harus dipenuhi diantaranya memiliki kepulauan berpenghuni kerangka negara serta tokoh terkemuka,83,analisis_essay,analisis_essay-29,0.83,pengakuan atas negara yang sudah berdiri dan meliputi beberapa syarat yang harus dipenuhi diantaranya memiliki pulau penduduk struktur negara dan pemimpin,80-89
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,"Berikut adalah kalimat yang telah diubah dengan sinonim yang sesuai, tanpa mengubah struktur, makna, atau tanda baca:

Kalimat hasil: pemahaman akseptasi de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya berdasarkan sifatnya pengakuan de facto bersifat permanen yakni pengakuan dari negara lain dapat menimbulkan hubungan bilateral di bidang perdagangan dan ekonomi untuk tingkat diplomatik belum dapat dilaksanakan dan pengakuan de fakto yang bersifat sementara yakni pengakuan yang diberikan oleh negara lain dengan tidak melihat jangka panjang apakah negara itu eksis atau tidak apabila ternyata negara tersebut tidak dapat bertahan maka pengakuan terhadap negara tersebut ditarik kembali pengakuan de facto ini berkaitan dengan pengakuan kedaulatan de facto suatu negara menunjuk pada adanya pelaksanaan kekuasaan secara nyata dalam masyarakat yang dinyatakan merdeka atau telah memiliki independensi kekuasaan yang nyata dalam masyarakat yaitu dimana masyarakat telah tunduk pada kekuatan penguasa secara nyata yang di sebut de facto",87,analisis_essay,analisis_essay-29,0.87,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya berdasarkan sifatnya pengakuan de facto bersifat tetap yakni pengakuan dari negara lain dapat menimbulkan hubungan bilateral di bidang perdagangan dan ekonomi untuk tingkat diplomatik belum dapat dilaksanakan dan pengakuan de fakto yang bersifat sementara yakni pengakuan yang diberikan oleh negara lain dengan tidak melihat jangka panjang apakah negara itu eksis atau tidak apabila ternyata negara tersebut tidak dapat bertahan maka pengakuan terhadap negara tersebut ditarik kembali pengakuan de facto ini berkaitan dengan pengakuan kedaulatan de facto suatu negara menunjuk pada adanya pelaksanaan kekuasaan secara nyata dalam masyarakat yang dinyatakan merdeka atau telah memiliki independensi kekuasaan yang nyata dalam masyarakat yaitu dimana masyarakat telah tunduk pada kekuatan penguasa secara nyata yang di sebut de facto,80-89
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,Pemahaman perangkat keras atau komponen pada komputer yang dapat diamati dan dirasakan secara langsung contoh monitor cpu speaker keyboard mouse printer scanner,77,analisis_essay,analisis_essay-33,0.77,engertian hardware atau perangkat keras adalah komponen pada komputer yang dapat terlihat dan disentuh secara fisik contoh monitor cpu speaker keyboard mouse printer scanner,70-79
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,kerajaan majapahit berpusat di jawa timur indonesia yang **dikelola** oleh raja hayam wuruk **imperium** majapahit merupakan kerajaan hindu budha,75,analisis_essay,analisis_essay-23,0.75,kerajaan majapahit berpusat di jawa timur indonesia yang dikuasi oleh raja hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha,70-79
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,perangkat keras adalah peralatan contoh keyboard mouse prosesor printer,52,analisis_essay,analisis_essay-33,0.52,hardware adalah perangkat keras contoh keyborad mouse cpu printer,50-59
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,kepasar cari yg murah beli barang yg di inginkan harga mahal tinggal tidak usah tawar menawar beli jika punya uang jangan terlalu lama belanja,24,analisis_essay,analisis_essay-5,0.24,kepasar cari yg murah beli barang yg di inginkan harga mahal tinggal tidak usah tawar menawar beli jika punya uang jangan terlalu lama belanja,20-29
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,keramas dengan teratur gunakan minyak kemiri rajin menyisir rambut gunakan masker lidah buaya campur dengan yoghurt condisioner creambath hindari hairspray mewarnai rambut dan terik matahari,30,analisis_essay,analisis_essay-3,0.3,keramas dengan teratur gunakan minyak kemiri rajin menyisir rambut gunakan masker lidah buaya campur dengan yoghurt condisioner creambath hindari hairspray mewarnai rambut dan terik matahari,20-29
